Time_s,V_source,V_node,V_out,I_ser,P_ser_W,P_ref_W,I_res1,I_res2,I_res3,I_res4,I_res5
0.0,0.005470531151916538,0.0013406352385698227,0.011569166306710704,-0.00010228531068140873,1.0462284781192307e-06,2.290962511902446e-05,-4.462006571334e-05,-3.75769868151176e-05,-3.729885226986181e-05,2.8291128818013014e-06,-1.3948491650195007e-05
9.247750946969698e-12,0.00546657504653455,0.0013407015800276502,0.011574488038436985,-0.00010233786458409321,1.04730385276322e-06,2.283072683888391e-05,-4.644563143121282e-05,-3.89963054244046e-05,-3.8092645482223736e-05,2.6246809559274614e-06,-1.470881035930304e-05
1.8495501893939395e-11,0.005456951006798183,0.0013403501580588895,0.011580657699009,-0.00010240307540950116,1.048638985332398e-06,2.2752548429765487e-05,-4.827054915609879e-05,-4.041464949698061e-05,-3.8884896236210174e-05,2.420430600318969e-06,-1.5468633315487165e-05
2.7743252840909093e-11,0.005441689614203328,0.0013395838070027065,0.011587678381583784,-0.00010248094574581078,1.0502344240955812e-06,2.26750877055807e-05,-5.009479362877769e-05,-4.183198133826751e-05,-3.967556162930088e-05,2.216381730756678e-06,-1.622794526980466e-05
3.699100378787879e-11,0.00542083935662575,0.0013384068834382129,0.01159555317543604,-0.0001025714629199782,1.0520905005544465e-06,2.2598341064459674e-05,-5.1918340248197e-05,-4.324826392138575e-05,-4.0464599471317636e-05,2.012553376237459e-06,-1.69867322195461e-05
4.623875473484849e-11,0.005394466494714718,0.0013368252539533328,0.011604285154451697,-0.0001026745990049836,1.0542073280834178e-06,2.2522303502294808e-05,-5.374116506832367e-05,-4.466346088433556e-05,-4.125196828236751e-05,1.808963681563976e-06,-1.77449814072919e-05
5.5486505681818185e-11,0.005362654879204509,0.0013348462787453178,0.011613877365682812,-0.00010279031086937478,1.0565848008622707e-06,2.2446968629932205e-05,-5.55632447944992e-05,-4.607753652667944e-05,-4.203762729023506e-05,1.605629910902543e-06,-1.850268131846696e-05
6.473425662878788e-11,0.0053255057195233406,0.0013324787910855723,0.011624332817976119,-0.00010291854026890536,1.0592225931082293e-06,2.237232869395494e-05,-5.738455677932424e-05,-4.7490455805754666e-05,-4.282153642724927e-05,1.4025684522715622e-06,-1.9259821677456747e-05
7.398200757575758e-11,0.005283137304175787,0.0013297330726904722,0.011635654470687819,-0.0001030592139799734,1.0621201586169947e-06,2.2298374600998372e-05,-5.9205079018098014e-05,-4.890218433243742e-05,-4.360365632664966e-05,1.199794822929025e-06,-2.001639344234264e-05
8.322975852272728e-11,0.005235684673478534,0.0013266208250482983,0.011647845222496034,-0.00010321224397447727,1.065276730624702e-06,2.2225095945530266e-05,-6.10247901438269e-05,-5.0312688366476805e-05,-4.438394831846759e-05,9.97323675632445e-07,-2.077238879830527e-05
